,f1,f2,f3,f4,f5,f6,f7,f8,o
0,0.42,0.587717063,0.48,0.54,0.5,0,0.48,0.22,MIT
1,0.5,0.54,0.48,0.65,0.5,0.622735592,0.330331792,0.22,MIT
2,0.4,0.42,0.57,0.35,0.5,0,0.53,0.25,CYT
3,0.51,0.51,0.52,0.51,0.589543512,0,0.54,0.22,MIT
4,0.53,0.54,0.43,0.145239039,0.5,0,0.57,0.32,NUC
5,0.51,0.51,0.43,0.191601081,0.5,0,0.52,0.22,MIT
6,0.74,0.67,0.47,0.34,0.5,0,0.42,0.22,EXC
7,0.4,0.45,0.215445739,0.18,0.905828906,0,0.56,0.26,CYT
8,0.37,0.165755795,0.638833388,0.18,0.5,0,0.48,0.26,VAC
9,0.74,0.856626728,0.58,0.593602278,0.5,0,0.515333026,0.35,ME2
10,0.53,0.723462961,0.51,0.33,0.5,0,0.55,0.22,CYT
11,0.54,0.48,0.44,0.933607696,0.5,0,0.52,0.27,CYT
12,0.6,0.47,0.45,0.876218471,0.5,0,0.51,0.29,CYT
13,0.81,0.852158662,0.47,0.539148102,0.5,0,0.56,0.22,EXC
14,0.5,0.58,0.46,0.46,0.5,0.150928139,0.46,0.22,MIT
15,0.51,0.54,0.6,0.57,0.5,0,0.58,0.22,MIT
16,0.67,0.62,0.545226293,0.43,0.5,0.83,0.5,0.22,MIT
17,0.42,0.47,0.52,0.41,0.5,0,0.53,0.32,CYT
18,0.36,0.58,0.35,0.24,0.5,0,0.44,0.22,ME3
19,0.36,0.43,0.39,0.12,0.585794739,0,0.49,0.706231931,ME3
20,0.65,0.65,0.52,0.16,0.5,0,0.338697616,0.22,CYT
21,0.47,0.47,0.982884398,0.48,0.5,0,0.119032953,0.22,MIT
22,0.35,0.52,0.48,0.22,0.5,0,0.26,0.352235498,MIT
23,0.54,0.55,0.34,0.31,0.5,0.26829118,0.54,0.22,ME3
24,0.4,0.38,0.53,0.16,0.5,0,0.52,0.27,NUC
25,0.5,0.64,0.57,0.15,0.5,0,0.47,0.22,CYT
26,0.39,0.58,0.5,0.040373249,0.5,0,0.54,0.59,ME3
27,0.39,0.47,0.56,0.16,0.5,0,0.47,0.24334646,CYT
28,0.58,0.48,0.51,0.47,0.5,0,0.55,0.22,NUC
29,0.43,0.57,0.53,0.16,0.5,0,0.09082142,0.22,CYT
30,0.26,0.36,0.47,0.34,0.5,0,0.53,0.72,NUC
31,0.36,0.68,0.46,0.16,0.5,0.320731528,0.53,0.28,NUC
32,0.42,0.31,0.5,0.15,0.607996328,0,0.596888693,0.78842766,NUC
33,0.67,0.71,0.52,0.65,0.5,0,0.53,0.36,NUC
34,0.26,0.5,0.828127639,0.28,0.718522172,0,0.51,0.22,ME3
35,0.31,0.44,0.53,0.23,0.5,0.275237319,0.159929317,0.693791643,NUC
36,0.478572628,0.68,0.44,0.45,0.5,0,0.095536137,0.22,MIT
37,0.48,0.64,0.60950972,0.23,0.647855396,0,0.6,0.22,CYT
38,0.32,0.42,0.52,0.24,0.5,0,0.6,0.22,CYT
39,0.42,0.58,0.41,0.669857324,0.5,0,0.725552624,0.26,MIT
40,0.59,0.61,0.34,0.22,0.5,0,0.51,0.805691281,MIT
41,0.52,0.77,0.38,0.34,0.5,0,0.51,0.22,MIT
42,0.5,0.52,0.702746436,0.51,0.5,0,0.48,0.22,MIT
43,0.77,0.79,0.58,0.23,0.5,0,0.48,0.714510757,EXC
44,0.82,0.75,0.54,0.23,0.5,0,0.46,0.941367491,EXC
45,0.4,0.56,0.48,0.14,0.5,0,0.47,0.22,MIT
46,0.42,0.57,0.72,0.766249977,0.5,0,0.57,0.22,MIT
47,0.853229132,0.53,0.52,0.682061884,0.5,0.83,0.51,0.22,POX
48,0.59,0.58,0.56,0.21,0.5,0,0.54,0.81181819,NUC
49,0.27,0.36,0.6,0.33,0.910963568,0,0.37,0.31,NUC
50,0.189556424,0.4,0.59,0.22,0.5,0,0.47,0.37,NUC
51,0.83,0.58,0.33,0.04,0.5,0,0.53,0.268209394,ME2
52,0.810625968,0.771930139,0.5,0.21,0.5,0,0.48,0.3,CYT
53,0.55,0.46,0.828817818,0.11,0.5,0,0.52,0.48,CYT
54,0.92,0.61,0.4,0.22,0.5,0,0.359094894,0.22,ME2
55,0.55,0.485530123,0.45,0.14,0.5,0,0.54,0.22,CYT
56,0.63,0.61,0.41,0.22,0.5,0,0.51,0.22,ME3
57,0.34,0.38,0.45,0.19,0.5,0,0.51,0.22,ME2
58,0.77,0.8,0.51,0.723844399,1,0.09264754,0.54,0.22,ERL
59,0.57,0.61,0.97116144,0.260423817,0.5,0,0.5,0.22,CYT
60,0.25,0.660124016,0.62043502,0.18,0.5,0,0.5,0.769788455,CYT
61,0.54,0.57,0.52,0.19,0.5,0.207245907,0.59,0.67,NUC
62,0.796160272,0.52,0.4,0.17,0.5,0,0.5,0.26,ME3
63,0.91,0.77,0.34,0.47,0.5,0,0.52,0.31,ME1
64,0.205049995,0.90129313,0.51,0.52,0.5,0.742559695,0.49,0.874595684,CYT
65,0.69,0.6,0.5,0.351210303,0.5,0,0.55,0.22,CYT
66,0.55,0.66,0.57,0.786719681,0.5,0,0.57,0.34,CYT
67,0.23,0.3,0.58,0.22,0.5,0,0.48,0.27,NUC
68,0.31,0.31,0.54,0.18,0.5,0,0.721145138,0.29,NUC
69,0.121425843,0.69,0.57,0.45,0.5,0,0.56,0.635923759,ME2
70,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27,CYT
71,0.146056319,0.31,0.538724403,0.13,0.5,0,0.52,0.22,ME3
72,0.58,0.48,0.56,0.53353307,0.5,0,0.46,0.25,NUC
73,0.58,0.83292698,0.56,0.12,0.992856161,0,0.46,0.25,NUC
74,0.58,0.45,0.48,0.24,0.5,0,0.52,0.37,CYT
75,0.41,0.6,0.53,0.29,0.5,0,0.47,0.43,NUC
76,0.69,0.5,0.49,0.42,0.5,0,0.49,0.22,MIT
77,0.21,0.288139336,0.49,0.16,0.5,0,0.222481024,0.45,CYT
78,0.46,0.57,0.57,0.15,0.5,0.214318019,0.52,0.393373522,NUC
79,0.57,0.59,0.5,0.58,0.5,0.49953938,0.53,0.22,MIT
80,0.928112508,0.42,0.62,0.14,0.5,0,0.55,0.394077804,NUC
81,0.39,0.39,0.237670136,0.52,0.5,0,0.37,0.093233663,NUC
82,0.51,0.48,0.58,0.495154906,0.5,0,0.5,0.28,NUC
83,0.53,0.53,0.53,0.17,0.5,0,0.49,0.751266477,NUC
84,0.178013518,0.34,0.388888452,0.17,0.5,0,0.52,0.32,NUC
85,0.41,0.43,0.5,0.28,0.5,0,0.5,0.22,CYT
86,0.49,0.4,0.27629127,0.26,0.5,0,0.5,0.22,ME3
87,0.52,0.5,0.53,0.1,0.5,0,0.48,0.22,POX
88,0.53,0.56,0.49,0.46,0.5,0,0.52,0.22,MIT
89,0.51,0.52,0.38282106,0.5,0.5,0,0.51,0.22,MIT
90,0.45,0.7799025,0.53,0.197886427,0.5,0,0.47,0.25,MIT
91,0.47,0.823217076,0.66,0.45,0.5,0,0.37,0.11,MIT
92,0.56,0.45,0.59,0.14,0.560126247,0,0.51,0.26,NUC
93,0.5,0.930364369,0.42,0.32,0.5,0,0.56,0.55,ME3
94,0.81,0.76,0.32,0.37,0.5,0,0.51,0.22,ME2
95,0.42,0.25,0.6,0.25850033,0.5,0.535317725,0.45,0.22,CYT
96,0.67,0.63,0.571680895,0.41,0.5,0,0.6,0.223747714,ME1
97,0.241101309,0.49,0.48,0.16,0.5,0.456605308,0.51,0.22,NUC
98,0.43,0.32,0.56,0.27,0.920214603,0.202317383,0.47,0.27,NUC
99,0.84,0.87,0.45,0.54,0.5,0.157449641,0.28,0.869540187,ME1
100,0.89,0.82,0.6,0.49,0.5,0,0.55,0.133169886,ME2
101,0.37,0.55,0.29,0.32,0.5,0,0.51,0.22,ME3
102,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22,NUC
103,0.52,0.156675506,0.54,0.19,0.5,0,0.445229861,0.22,MIT
104,0.46,0.4,0.38,0.18,0.5,0,0.49,0.22,ME3
105,0.5,0.45,0.48,0.17,0.5,0,0.678805702,0.527104245,CYT
106,0.39,0.37,0.468538472,0.23,0.5,0,0.52,0.26,ME3
107,0.41,0.41,0.51,0.19,0.5,0,0.57,0.22,MIT
108,0.5,0.49,0.52,0.2,0.5,0.612313165,0.43,0.52,NUC
109,0.32,0.47,0.55,0.65289193,0.5,0.023361938,0.49,0.22,MIT
110,0.454825201,0.48,0.46,0.63,0.563151463,0,0.52,0.22,MIT
111,0.34,0.54,0.951483356,0.800839292,0.5,0,0.52,0.22,CYT
112,0.43,0.83,0.55,0.2,0.5,0,0.47,0.4,NUC
113,0.36,0.4,0.53,0.48,0.5,0,0.48,0.22,MIT
114,0.57,0.4,0.62,0.3,0.892834094,0,0.48,0.11,MIT
115,0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,MIT
116,0.41,0.52,0.430781927,0.41,0.5,0,0.39,0.306497719,MIT
117,0.58,0.52,0.61,0.33,0.5,0,0.38,0.11,MIT
118,0.64,0.64,0.56,0.21,0.5,0,0.5,0.22,MIT
119,0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,MIT
120,0.181938351,0.59,0.47,0.64,0.5,0,0.54,0.33,MIT
121,0.54,0.64,0.5,0.13,0.520088494,0,0.49,0.22,MIT
122,0.76,0.76,0.35,0.27,0.5,0,0.686575537,0.22,ME1
123,0.49,0.44,0.45,0.475379414,0.5,0.490471201,0.48,0.22,MIT
124,0.63,0.47,0.56,0.289182283,0.5,0.160278174,0.5,0.22,MIT
125,0.325656933,0.65,0.53,0.19,0.5,0,0.49,0.22,EXC
126,0.42,0.28,0.57,0.18,0.5,0,0.42,0.22,NUC
127,0.837317274,0.41,0.58,0.48,0.5,0,0.53,0.64,NUC
128,0.9,0.54,0.59,0.2,0.790883317,0,0.48,0.22,NUC
129,0.88,0.59,0.54,0.39,0.5,0.819126384,0.41,0.3,NUC
130,0.69,0.62,0.49,0.878587793,1,0,0.47,0.22,NUC
131,0.43,0.282996063,0.714947249,0.12,0.5,0.039242386,0.5,0.722512635,ME2
132,0.39,0.42,0.49,0.1,0.5,0.203290053,0.49,0.65,NUC
133,0.39,0.723365864,0.54,0.14,0.5,0,0.465274424,0.22,MIT
134,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.960444595,POX
135,0.64,0.316213372,0.5,0.26,0.5,0,0.51,0.31,NUC
136,0.6,0.54,0.54,0.53,0.653726528,0,0.52,0.27,MIT
137,0.49,0.45,0.755873146,0.16,0.5,0,0.49,0.31,CYT
138,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22,CYT
139,0.55,0.59,0.52,0.1,0.5,0,0.53,0.22,CYT
140,0.33,0.38,0.45,0.19,0.5,0,0.54,0.249773567,NUC
141,0.322317201,0.48,0.38,0.13,0.5,0,0.51,0.35,ME3
142,0.51,0.591442454,0.49,0.21,0.5,0,0.181004882,0.22,VAC
143,0.4,0.36,0.55,0.055727903,0.5,0,0.53,0.22,VAC
144,0.59,0.153862227,0.47,0.479501456,0.5,0,0.44,0.3,MIT
145,0.62,0.43,0.49,0.29,0.5,0,0.536629989,0.27,CYT
146,0.48,0.42,0.48,0.19,0.5,0.287568942,0.58,0.22,CYT
147,0.47,0.61,0.98890994,0.23,0.5,0,0.49,0.22,ME3
148,0.27,0.56,0.282035708,0.14,0.952137944,0.339806601,0.52,0.39,ME3
149,0.38,0.48,0.51,0.13,0.754807758,0.828774193,0.5,0.32,NUC
150,0.49,0.758454568,0.54,0.13,0.5,0,0.58,0.22,NUC
151,0.63,0.55,0.53,0.51,0.5,0.658614936,0.55,0.22,VAC
152,0.56,0.48,0.5,0.17,0.5,0,0.567658985,0.26,CYT
153,0.62,0.412444968,0.52,0.17,0.5,0,0.48,0.22,NUC
154,0.35,0.697155277,0.537396573,0.718354034,0.5,0,0.060096486,0.22,CYT
155,0.6,0.694839705,0.782211212,0.47,0.5,0,0.53,0.22,MIT
156,0.33,0.28,0.974491009,0.4,0.803084367,0.756660161,0.46,0.536594073,NUC
157,0.45,0.715643054,0.82713457,0.849347125,0.746042677,0,0.49,0.25,NUC
158,0.731926859,0.52,0.56,0.982091332,0.5,0,0.48,0.32,NUC
159,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26,CYT
160,0.231110177,0.55,0.52,0.16,0.876028419,0,0.49,0.23986249,NUC
161,0.207983634,0.44,0.51,0.35,0.756828716,0,0.53,0.22,CYT
162,0.45,0.897163248,0.5,0.240646813,0.5,0.07550909,0.47,0.22,MIT
163,0.5,0.36,0.383338382,0.913639269,0.5,0.033196361,0.536222931,0.33,NUC
164,0.459352499,0.44,0.734370117,0.19,0.5,0,0.590079766,0.33,NUC
165,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,CYT
166,0.35,0.41,0.53,0.27,0.992476266,0.359416641,0.47,0.29,NUC
167,0.4,0.3,0.57,0.13,0.5,0.796185472,0.208939739,0.22,NUC
168,0.44,0.5,0.55,0.24,0.5,0,0.48,0.22,NUC
169,0.37,0.45,0.53,0.14,0.877344437,0,0.49,0.22,NUC
170,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26,NUC
171,0.57,0.43,0.52,0.3,0.769731574,0.381029844,0.37,0.11,CYT
172,0.44,0.56,0.52,0.18,0.581594394,0,0.5,0.857562435,CYT
173,0.36,0.56,0.52,0.18,0.5,0,0.45,0.16,CYT
174,0.635506972,0.37,0.63,0.38,0.5,0,0.4,0.14,CYT
175,0.44,0.36,0.64,0.45,0.5,0,0.158176654,0.11,CYT
176,0.34,0.694236714,0.65,0.4,0.590913379,0,0.32,0.835972424,CYT
177,0.54,0.44,0.55,0.48,0.517089196,0,0.47,0.22,CYT
178,0.69,0.94990616,0.55,0.23,0.5,0,0.73,0.22,CYT
179,0.46,0.39,0.863271229,0.22,0.5,0,0.48,0.25,CYT
180,0.46,0.39,0.572607012,0.22,0.555346705,0,0.388945832,0.25,CYT
181,0.42,0.5,0.64,0.13,0.5,0,0.49,0.931407505,CYT
182,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11,CYT
183,0.51,0.52,0.58,0.17,0.535067873,0,0.47,0.28,CYT
184,0.6,0.794920571,0.553511975,0.14,0.809272958,0.60986875,0.46,0.48,NUC
185,0.56,0.644116215,0.49,0.56,0.5,0,0.49,0.470708902,MIT
186,0.54,0.64,0.4,0.109545373,0.5,0,0.51,0.22,MIT
187,0.534692011,0.51,0.49,0.18,0.5,0,0.53,0.499526864,CYT
188,0.34,0.46,0.52,0.561422183,0.5,0,0.53,0.26,CYT
189,0.637954922,0.71,0.5,0.21,0.5,0,0.54,0.27,CYT
190,0.56,0.49,0.668246165,0.22,0.820208428,0,0.5,0.351134983,ME2
191,0.44,0.51,0.53,0.3,0.5,0,0.53,0.22,CYT
192,0.52,0.55,0.39,0.09,1,0,0.55,0.25,ME3
193,0.85,0.69,0.34,0.31,0.5,0,0.57,0.3,ME1
194,0.47,0.56,0.779874312,0.473518629,0.987263148,0,0.53,0.22,MIT
195,0.794281238,0.41,0.53,0.165470424,0.5,0,0.49,0.31,NUC
196,0.56,0.55,0.57,0.15,0.5,0,0.54,0.25,CYT
197,0.37,0.47,0.49,0.12,0.5,0,0.47,0.31,NUC
198,0.32,0.6,0.48,0.13,0.5,0,0.53,0.22,NUC
199,0.615247885,0.394018914,0.58,0.18,0.5,0,0.38,0.69,NUC
200,0.54,0.5,0.415617693,0.26,0.5,0,0.52,0.309517336,CYT
201,0.6,0.64,0.56,0.36,0.5,0.195309195,0.46,0.27,CYT
202,0.27,0.41,0.940760117,0.2,0.5,0,0.49,0.22,ME3
203,0.78049376,0.35,0.22,0.18,0.5,0,0.46,0.22,ME3
204,0.39,0.45,0.51,0.29,0.5,0,0.54,0.22,CYT
205,0.44666542,0.43,0.57,0.6,0.863753046,0,0.19,0.33,NUC
206,0.51,0.5,0.54,0.81266535,0.5,0,0.6,0.22,NUC
207,0.5,0.45,0.51,0.19,0.959311955,0.413657612,0.53,0.054508778,CYT
208,0.44,0.43,0.46,0.28,0.5,0,0.125480506,0.474498204,NUC
209,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,POX
210,0.73,0.52,0.59,0.25,0.5,0,0.51,0.389094907,NUC
211,0.49,0.6,0.54,0.05276838,0.5,0,0.176828744,0.46,NUC
212,0.49,0.6,0.824975982,0.18,0.5,0,0.58,0.28,NUC
213,0.53,0.48,0.51,0.18,0.5,0,0.51,0.27,CYT
214,0.49,0.31,0.884593924,0.24,0.730887996,0,0.54,0.22,ME3
215,0.444861159,0.41,0.43,0.18,0.5,0,0.54,0.22,ME3
216,0.32,0.36,0.28,0.38,0.5,0.016022877,0.227648693,0.4,ME3
217,0.45,0.57,0.52,0.21,0.5,0.775694879,0.068353569,0.38,NUC
218,0.954004899,0.39,0.65,0.16,0.757223583,0.262708802,0.45,0.22,CYT
219,0.41,0.35,0.6,0.22,0.683006893,0,0.56,0.79,CYT
220,0.41,0.39,0.61,0.17,0.5,0,0.5,0.61,NUC
221,0.54,0.67,0.56,0.15,0.5,0,0.57,0.33,NUC
222,0.41,0.59,0.65,0.14,0.5,0,0.49,0.155620881,NUC
223,0.47,0.38,0.5,0.15,0.5,0,0.49,0.47,NUC
224,0.42,0.5,0.59,0.17,0.5,0,0.51,0.22,CYT
225,0.55,0.69,0.51,0.12,0.5,0,0.51,0.22,CYT
226,0.47,0.46,0.53,0.12,0.535144656,0.500980381,0.51,0.25,NUC
227,0.57,0.29,0.63,0.22,0.5,0,0.49,0.27,NUC
228,0.41,0.42,0.53,0.17,0.5,0,0.283200176,0.58,NUC
229,0.42,0.45,0.366184097,0.21,0.5,0,0.48,0.22,CYT
230,0.63,0.54,0.53,0.27,0.5,0,0.49,0.22,CYT
231,0.4,0.44,0.5,0.13,0.5,0,0.709025634,0.39,CYT
232,0.427791556,0.39,0.39,0.47,0.5,0,0.146015805,0.83,ME3
233,0.57,0.36,0.647702336,0.25,0.5,0,0.54,0.25,CYT
234,0.406232168,0.76,0.51,0.25,0.5,0,0.59,0.22,CYT
235,0.849583383,0.64,0.44,0.26,0.5,0,0.460573489,0.22,CYT
236,0.53,0.759891281,0.693969568,0.19,0.5,0,0.47,0.440528107,CYT
237,0.59,0.46,0.55,0.17,0.5,0,0.52,0.25,CYT
238,0.46,0.47,0.62,0.3,0.5,0,0.38,0.22,CYT
239,0.59,0.7,0.46,0.19,0.5,0,0.649786989,0.44,CYT
240,0.53,0.44,0.54,0.52,0.5,0,0.724348598,0.062806797,NUC
241,0.4,0.28,0.58,0.44,0.5,0,0.41,0.22,CYT
242,0.44,0.35,0.96709673,0.14,0.5,0,0.52,0.22,VAC
243,0.48,0.49,0.49,0.26,0.5,0,0.39,0.27,VAC
244,0.65,0.63,0.47,0.22,0.5,0.742160932,0.52,0.27,CYT
245,0.49,0.271616382,0.36,0.511997759,0.5,0,0.52,0.27,ME3
246,0.71,0.79,0.963396878,0.38,0.5,0,0.54,0.22,ME1
247,0.52995588,0.3,0.37,0.084770581,0.660035369,0,0.53,0.25,ME3
248,0.4,0.150557212,0.47,0.25,0.5,0,0.197978866,0.56,NUC
249,0.29,0.39,0.46,0.36,0.5,0,0.51,0.22,NUC
250,0.43,0.6,0.539517773,0.12,0.5,0.372974095,0.49,0.29,ME3
251,0.65,0.920508469,0.26,0.33,0.5,0,0.55,0.22,ME3
252,0.3,0.68,0.41,0.17,0.5,0,0.51,0.22,ME3
253,0.835074887,0.57,0.39,0.19,0.5,0,0.48,0.39,ME2
254,0.51,0.38,0.42,0.21,0.5,0.758956988,0.46,0.34,ME3
255,0.54,0.54,0.56,0.732627176,0.5,0,0.46,0.29,NUC
256,0.71,0.389661796,0.42,0.28,0.988078203,0,0.550146505,0.22,EXC
257,0.851020547,0.44,0.45,0.32,0.5,0,0.52,0.832471168,NUC
258,0.48,0.58,0.47,0.17,0.5,0,0.53,2.58E-04,CYT
259,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,ME3
260,0.4,0.4,0.44,0.37,0.5,0,0.53,0.25,NUC
261,0.8,0.79,0.43,0.25,0.5,0,0.52,0.22,EXC
262,0.49,0.56,0.37,0.2,0.5,0,0.53,0.22,ME3
263,0.49,0.249090976,0.35,0.23,0.5,0,0.57,0.22,ME3
264,0.47,0.5,0.6,0.63,0.5,0,0.38,0.16,CYT
265,0.58,0.470782735,0.7913461,0.16,0.5,0,0.47,0.28,MIT
266,0.327682313,0.85,0.952914514,0.31,0.5,0,0.696599824,0.42,ME1
267,0.581374882,0.25,0.59,0.44,0.5,0,0.6,0.69,NUC
268,0.57,0.59,0.49,0.86,0.5,0,0.47,0.22,NUC
269,0.5,0.61,0.44,0.2,0.5,0,0.49,0.313347571,MIT
270,0.592289506,0.45,0.46,0.23,0.5,0,0.5,0.211391036,CYT
271,0.32,0.29,0.661172594,0.08,0.5,0,0.354924804,0.22,ME3
272,0.38,0.202681966,0.57,0.3,0.650288615,0,0.41,0.11,CYT
273,0.71,0.5,0.5,0.18,0.5,0.721806322,0.46,0.22,CYT
274,0.38,0.32,0.64,0.41,0.675563711,0,0.284235143,0.11,CYT
275,0.524374895,0.43,0.991265746,0.4,0.5,0,0.48,0.47,NUC
276,0.657280615,0.45,0.53,0.567226828,0.5,0,0.59,0.27,CYT
277,0.8,0.88,0.36,0.39,0.5,0.135681076,0.56,0.33,ME1
278,0.56,0.48,0.58,0.27,0.5,0.625076565,0.724144732,0.22,CYT
279,0.41,0.39,0.44,0.34,0.5,0,0.48,0.4,NUC
280,0.579482578,0.193594554,0.836257702,0.18,0.5,0.306273904,0.54,0.22,CYT
281,0.41,0.52,0.41,0.11,0.562703246,0,0.54,0.35,CYT
282,0.43,0.42,0.54,0.22,0.5,0,0.57,0.33,NUC
283,0.54,0.956197765,0.54,0.2,0.5,0,0.55,0.25,NUC
284,0.36,0.958410232,0.51,0.17,0.556609428,0,0.6,0.19,NUC
285,0.353142956,0.48,0.55,0.16,0.5,0,0.53,0.75,NUC
286,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,CYT
287,0.42,0.610501298,0.58,0.706204332,0.5,0,0.5,0.22,MIT
288,0.42,0.28,0.51,0.23,0.5,0,0.53,0.237114897,NUC
289,0.47,0.47,0.54,0.19,0.841536607,0,0.51,0.33,NUC
290,0.6,0.48,0.46,0.32,0.90204915,0.382664057,0.4,0.33,CYT
291,0.47,0.53,0.48,0.51,0.5,0,0.095654672,0.001367674,MIT
292,0.61,0.53,0.59,0.68216298,0.5,0,0.44,0.28,CYT
293,0.66,0.6,0.52,0.19,0.5,0,0.69,0.22,CYT
294,0.57,0.48,0.54,0.707263146,0.5,0,0.5,0.11,CYT
295,0.85,0.66,0.49,0.18,0.5,0,0.51,0.557720286,ME1
296,0.3,0.33,0.55,0.338337852,0.5,0,0.53,0.38,CYT
297,0.43,0.67,0.48,0.27,0.5,0,0.199629795,0.22,MIT
298,0.51,0.4,0.56,0.17,0.693777126,0.5,0.49,0.22,CYT
